year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio
2023,Senior,Full-time,Data Engineer,120000,On-site work
2023,Senior,Full-time,BI Analyst,160000,On-site work
2023,Senior,Full-time,BI Analyst,135000,On-site work
2023,Mid-level,Full-time,Data Science Manager,104500,On-site work
2023,Mid-level,Full-time,Data Science Manager,70000,On-site work
2023,Mid-level,Full-time,Data Science Consultant,90000,On-site work
2023,Mid-level,Full-time,Data Science Consultant,70000,On-site work
2023,Senior,Full-time,Data Engineer,153600,Full remote
2023,Senior,Full-time,Data Engineer,106800,Full remote
2023,Entry-level,Full-time,Data Engineer,125000,On-site work
2023,Entry-level,Full-time,Data Engineer,90000,On-site work
2023,Mid-level,Full-time,Research Scientist,185000,Full remote
2023,Mid-level,Full-time,Research Scientist,125000,Full remote
2023,Senior,Full-time,Data Analyst,127000,Full remote
2023,Senior,Full-time,Data Analyst,94000,Full remote
2023,Senior,Full-time,Data Scientist,210550,On-site work
2023,Senior,Full-time,Data Scientist,153300,On-site work
2023,Mid-level,Full-time,Data Scientist,200000,Full remote
2023,Mid-level,Full-time,Data Scientist,150000,Full remote
2023,Senior,Full-time,Data Analyst,161500,Full remote
2023,Senior,Full-time,Data Analyst,119500,Full remote
2023,Senior,Full-time,Data Analyst,175000,On-site work
2023,Senior,Full-time,Data Analyst,145000,On-site work
2023,Senior,Full-time,Data Scientist,175000,On-site work
2023,Senior,Full-time,Data Scientist,148750,On-site work
2023,Senior,Full-time,Data Analytics Specialist,105000,On-site work
2023,Senior,Full-time,Data Analytics Specialist,85000,On-site work
2023,Senior,Full-time,Research Scientist,215000,On-site work
2023,Senior,Full-time,Research Scientist,146300,On-site work
2023,Entry-level,Full-time,AI Developer,214618,Full remote
2023,Mid-level,Full-time,Data Engineer,72000,Full remote
2023,Mid-level,Full-time,Data Engineer,60000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,153400,On-site work
2023,Senior,Full-time,Machine Learning Engineer,122700,On-site work
2023,Mid-level,Full-time,Data Engineer,260000,On-site work
2023,Mid-level,Full-time,Data Engineer,175000,On-site work
2023,Senior,Full-time,Data Scientist,186300,Full remote
2023,Senior,Full-time,Data Scientist,123900,Full remote
2023,Mid-level,Full-time,Research Scientist,340000,Full remote
2023,Mid-level,Full-time,Research Scientist,150000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,153400,On-site work
2023,Senior,Full-time,Machine Learning Engineer,122700,On-site work
2023,Mid-level,Full-time,Data Engineer,250000,On-site work
2023,Mid-level,Full-time,Data Engineer,175000,On-site work
2023,Mid-level,Full-time,Data Scientist,64385,Partially remote
2023,Senior,Full-time,Data Analyst,185900,On-site work
2023,Senior,Full-time,Data Analyst,121700,On-site work
2023,Senior,Full-time,Data Analyst,153600,On-site work
2023,Senior,Full-time,Data Analyst,106800,On-site work
2023,Senior,Freelance,Software Data Engineer,50000,Partially remote
2023,Entry-level,Full-time,Data Analyst,100000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,247500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,172200,On-site work
2023,Executive,Full-time,Data Engineer,310000,Full remote
2023,Executive,Full-time,Data Engineer,239000,Full remote
2023,Senior,Full-time,Data Analyst,125000,On-site work
2023,Senior,Full-time,Data Analyst,110000,On-site work
2023,Entry-level,Full-time,Data Analyst,150000,On-site work
2023,Entry-level,Full-time,Data Analyst,100000,On-site work
2023,Senior,Full-time,Data Scientist,149076,On-site work
2023,Senior,Full-time,Data Scientist,82365,On-site work
2023,Mid-level,Full-time,Data Engineer,146000,On-site work
2023,Mid-level,Full-time,Data Engineer,75000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,139500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,109400,On-site work
2023,Senior,Full-time,Data Engineer,139500,On-site work
2023,Senior,Full-time,Data Engineer,109400,On-site work
2023,Mid-level,Full-time,Data Engineer,149600,On-site work
2023,Mid-level,Full-time,Data Engineer,102000,On-site work
2023,Mid-level,Full-time,Data Analyst,97218,On-site work
2023,Mid-level,Full-time,Data Analyst,48609,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Senior,Full-time,Data Analyst,95000,On-site work
2023,Senior,Full-time,Data Analyst,85500,On-site work
2023,Senior,Full-time,Data Analyst,185900,On-site work
2023,Senior,Full-time,Data Analyst,121700,On-site work
2023,Entry-level,Full-time,Research Scientist,150000,On-site work
2023,Entry-level,Full-time,Research Scientist,100000,On-site work
2023,Mid-level,Full-time,Data Engineer,145000,On-site work
2023,Mid-level,Full-time,Data Engineer,125000,On-site work
2023,Mid-level,Full-time,Data Scientist,150000,Full remote
2023,Mid-level,Full-time,Data Scientist,97750,Full remote
2023,Senior,Full-time,Data Scientist,201000,On-site work
2023,Senior,Full-time,Data Scientist,122000,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Senior,Full-time,Data Analyst,120000,Full remote
2023,Senior,Full-time,Data Analyst,75000,Full remote
2023,Mid-level,Full-time,Data Scientist,116990,Full remote
2023,Mid-level,Full-time,Data Scientist,82920,Full remote
2023,Senior,Full-time,Data Scientist,185900,On-site work
2023,Senior,Full-time,Data Scientist,129300,On-site work
2023,Mid-level,Full-time,Machine Learning Scientist,200000,On-site work
2023,Mid-level,Full-time,Machine Learning Scientist,125000,On-site work
2023,Senior,Full-time,Data Scientist,201000,On-site work
2023,Senior,Full-time,Data Scientist,122000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2023,Senior,Full-time,Data Manager,155000,On-site work
2023,Senior,Full-time,Data Manager,140000,On-site work
2023,Mid-level,Full-time,Machine Learning Infrastructure Engineer,205920,On-site work
2023,Mid-level,Full-time,Machine Learning Infrastructure Engineer,171600,On-site work
2023,Senior,Full-time,Data Engineer,121500,Full remote
2023,Senior,Full-time,Data Engineer,78000,Full remote
2023,Mid-level,Full-time,Data Engineer,154000,On-site work
2023,Mid-level,Full-time,Data Engineer,116000,On-site work
2023,Senior,Full-time,Data Scientist,190000,On-site work
2023,Senior,Full-time,Data Scientist,136000,On-site work
2023,Mid-level,Full-time,Data Analyst,78990,Full remote
2023,Mid-level,Full-time,Data Analyst,43809,Full remote
2023,Senior,Full-time,Data Analyst,180000,On-site work
2023,Senior,Full-time,Data Analyst,110000,On-site work
2023,Senior,Full-time,Data Scientist,275300,Full remote
2023,Senior,Full-time,Data Scientist,183000,Full remote
2023,Senior,Full-time,Data Engineer,170000,On-site work
2023,Senior,Full-time,Data Engineer,140000,On-site work
2023,Senior,Full-time,Data Engineer,154000,On-site work
2023,Senior,Full-time,Data Engineer,116000,On-site work
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,130000,Full remote
2023,Mid-level,Full-time,Data Engineer,200000,On-site work
2023,Mid-level,Full-time,Data Engineer,120000,On-site work
2023,Senior,Full-time,Data Scientist,175000,Full remote
2023,Senior,Full-time,Data Scientist,160000,Full remote
2023,Mid-level,Full-time,Data Engineer,127599,On-site work
2023,Mid-level,Full-time,Data Engineer,103294,On-site work
2023,Senior,Full-time,Data Engineer,153600,On-site work
2023,Senior,Full-time,Data Engineer,106800,On-site work
2023,Entry-level,Full-time,Data Analyst,85000,Full remote
2023,Entry-level,Full-time,Data Analyst,75000,Full remote
2023,Senior,Full-time,Data Scientist,225000,On-site work
2023,Senior,Full-time,Data Scientist,156400,On-site work
2023,Senior,Full-time,Analytics Engineer,150000,On-site work
2023,Senior,Full-time,Analytics Engineer,120000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,163800,On-site work
2023,Senior,Full-time,Machine Learning Engineer,126000,On-site work
2023,Senior,Full-time,Data Analyst,145000,Full remote
2023,Senior,Full-time,Data Analyst,90000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2023,Senior,Full-time,Data Analyst,95000,On-site work
2023,Senior,Full-time,Data Analyst,85500,On-site work
2023,Senior,Full-time,Data Engineer,167500,On-site work
2023,Senior,Full-time,Data Engineer,106500,On-site work
2023,Senior,Full-time,Data Engineer,163800,On-site work
2023,Senior,Full-time,Data Engineer,126000,On-site work
2023,Mid-level,Full-time,Data Analytics Manager,155000,On-site work
2023,Mid-level,Full-time,Data Analytics Manager,140000,On-site work
2023,Senior,Full-time,Research Scientist,250000,On-site work
2023,Senior,Full-time,Research Scientist,200000,On-site work
2023,Senior,Full-time,Data Scientist,260000,On-site work
2023,Senior,Full-time,Data Scientist,186000,On-site work
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,130000,Full remote
2023,Senior,Full-time,Research Scientist,200000,On-site work
2023,Senior,Full-time,Research Scientist,150000,On-site work
2023,Senior,Full-time,Data Scientist,48289,On-site work
2023,Senior,Full-time,Data Scientist,38631,On-site work
2023,Senior,Full-time,Data Scientist,150000,On-site work
2023,Senior,Full-time,Data Scientist,120000,On-site work
2023,Entry-level,Full-time,Data Analyst,30000,Partially remote
2023,Mid-level,Full-time,Research Scientist,185000,On-site work
2023,Mid-level,Full-time,Research Scientist,125000,On-site work
2022,Entry-level,Part-time,Data Analyst,34320,Full remote
2022,Mid-level,Full-time,Business Data Analyst,9289,Full remote
2023,Senior,Full-time,Head of Data,75116,Full remote
2022,Executive,Full-time,Data Science Manager,106000,On-site work
2023,Senior,Full-time,Data Analyst,175000,Full remote
2023,Senior,Full-time,Data Analyst,130000,Full remote
2023,Senior,Full-time,Data Analyst,122000,Full remote
2023,Senior,Full-time,Data Analyst,93800,Full remote
2023,Senior,Full-time,Data Science Manager,150000,Full remote
2023,Senior,Full-time,Data Science Manager,90000,Full remote
2023,Senior,Full-time,Data Analyst,165000,Full remote
2023,Senior,Full-time,Data Analyst,112000,Full remote
2023,Entry-level,Full-time,Computer Vision Engineer,220000,On-site work
2023,Senior,Full-time,BI Data Analyst,71897,Full remote
2023,Entry-level,Full-time,AI Developer,64385,On-site work
2023,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2023,Senior,Full-time,Data Analyst,15806,Full remote
2023,Mid-level,Full-time,Machine Learning Engineer,200000,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,175000,On-site work
2023,Senior,Full-time,Data Engineer,185900,On-site work
2023,Senior,Full-time,Data Engineer,129300,On-site work
2023,Senior,Full-time,Data Analyst,185900,On-site work
2023,Senior,Full-time,Data Analyst,121700,On-site work
2023,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2023,Mid-level,Full-time,Data Scientist,40000,Partially remote
2023,Senior,Full-time,Data Science Consultant,29453,Partially remote
2023,Senior,Full-time,Data Analyst,180180,On-site work
2023,Senior,Full-time,Data Analyst,106020,On-site work
2023,Senior,Full-time,Data Scientist,136000,Full remote
2023,Senior,Full-time,Data Scientist,104000,Full remote
2023,Senior,Full-time,Data Analyst,125000,On-site work
2023,Senior,Full-time,Data Analyst,110000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,153400,On-site work
2023,Senior,Full-time,Machine Learning Engineer,122700,On-site work
2023,Executive,Full-time,Data Engineer,310000,Full remote
2023,Executive,Full-time,Data Engineer,239000,Full remote
2023,Senior,Full-time,Data Analyst,152380,On-site work
2023,Senior,Full-time,Data Analyst,121904,On-site work
2023,Senior,Full-time,Data Scientist,185900,On-site work
2023,Senior,Full-time,Data Scientist,129300,On-site work
2023,Senior,Full-time,Machine Learning Engineer,247500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,172200,On-site work
2023,Senior,Full-time,Data Architect,168400,On-site work
2023,Senior,Full-time,Data Architect,105200,On-site work
2023,Senior,Full-time,Machine Learning Engineer,128280,On-site work
2023,Senior,Full-time,Machine Learning Engineer,106900,On-site work
2022,Senior,Full-time,Lead Data Scientist,192000,Full remote
2023,Mid-level,Full-time,Data Engineer,140000,On-site work
2023,Mid-level,Full-time,Data Engineer,100000,On-site work
2023,Senior,Full-time,Research Engineer,107309,Full remote
2023,Senior,Full-time,Research Engineer,85847,Full remote
2023,Senior,Full-time,Machine Learning Engineer,275000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,174000,On-site work
2023,Senior,Full-time,Data Engineer,139500,On-site work
2023,Senior,Full-time,Data Engineer,109400,On-site work
2023,Senior,Full-time,Machine Learning Engineer,139500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,109400,On-site work
2023,Senior,Full-time,Data Analyst,170500,Full remote
2023,Senior,Full-time,Data Analyst,85000,Full remote
2023,Senior,Full-time,Data Manager,72946,On-site work
2023,Senior,Full-time,Data Manager,54365,On-site work
2023,Executive,Full-time,Head of Data Science,160288,On-site work
2023,Executive,Full-time,Head of Data Science,127467,On-site work
2023,Senior,Full-time,Data Engineer,80000,On-site work
2023,Senior,Full-time,Data Engineer,65000,On-site work
2023,Senior,Full-time,Data Engineer,124740,On-site work
2023,Senior,Full-time,Data Engineer,65488,On-site work
2023,Senior,Full-time,Data Quality Analyst,72200,On-site work
2023,Senior,Full-time,Data Quality Analyst,64980,On-site work
2023,Senior,Full-time,Data Engineer,153600,On-site work
2023,Senior,Full-time,Data Engineer,106800,On-site work
2023,Senior,Full-time,Data Analyst,179975,Full remote
2023,Senior,Full-time,Data Analyst,86466,Full remote
2023,Senior,Full-time,Data Engineer,120000,On-site work
2023,Senior,Full-time,Data Engineer,90000,On-site work
2023,Mid-level,Full-time,Insight Analyst,51039,On-site work
2023,Mid-level,Full-time,Insight Analyst,42533,On-site work
2023,Senior,Full-time,Data Scientist,149076,On-site work
2023,Senior,Full-time,Data Scientist,82365,On-site work
2023,Senior,Full-time,Data Analyst,169000,On-site work
2023,Senior,Full-time,Data Analyst,110600,On-site work
2023,Senior,Full-time,Data Science Manager,175000,On-site work
2023,Senior,Full-time,Data Science Manager,120000,On-site work
2023,Senior,Full-time,Data Analyst,230000,On-site work
2023,Senior,Full-time,Data Analyst,180000,On-site work
2023,Senior,Full-time,Data Analyst,153600,On-site work
2023,Senior,Full-time,Data Analyst,106800,On-site work
2023,Senior,Full-time,Data Manager,140000,On-site work
2023,Senior,Full-time,Data Manager,120000,On-site work
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,205920,On-site work
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,171600,On-site work
2023,Senior,Full-time,Data Analyst,165000,Full remote
2023,Senior,Full-time,Data Analyst,125000,Full remote
2023,Senior,Full-time,Data Engineer,265000,On-site work
2023,Senior,Full-time,Data Engineer,185000,On-site work
2023,Mid-level,Full-time,Applied Machine Learning Engineer,130000,On-site work
2022,Entry-level,Full-time,Data Scientist,168000,Full remote
2023,Mid-level,Full-time,AI Scientist,38631,Partially remote
2023,Senior,Full-time,Data Analyst,95000,On-site work
2023,Senior,Full-time,Data Analyst,85500,On-site work
2023,Senior,Full-time,Data Scientist,147100,On-site work
2023,Senior,Full-time,Data Scientist,90700,On-site work
2023,Senior,Full-time,Data Engineer,167580,On-site work
2023,Senior,Full-time,Data Engineer,87980,On-site work
2023,Senior,Full-time,Data Engineer,202000,Full remote
2023,Senior,Full-time,Data Engineer,135000,Full remote
2023,Senior,Full-time,Data Engineer,163800,On-site work
2023,Senior,Full-time,Data Engineer,126000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,163800,On-site work
2023,Senior,Full-time,Machine Learning Engineer,126000,On-site work
2023,Senior,Full-time,Data Engineer,104000,Full remote
2023,Senior,Full-time,Data Engineer,65000,Full remote
2023,Senior,Full-time,Research Engineer,230000,On-site work
2023,Senior,Full-time,Research Engineer,148000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,269000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,158000,Full remote
2023,Senior,Full-time,Analytics Engineer,197000,On-site work
2023,Senior,Full-time,Analytics Engineer,106000,On-site work
2023,Mid-level,Full-time,Deep Learning Engineer,150000,Full remote
2023,Mid-level,Full-time,Deep Learning Engineer,100000,Full remote
2023,Senior,Full-time,Data Engineer,290000,Full remote
2023,Senior,Full-time,Data Engineer,210000,Full remote
2023,Senior,Full-time,Data Engineer,192000,On-site work
2023,Senior,Full-time,Data Engineer,172800,On-site work
2023,Senior,Full-time,Data Scientist,300240,On-site work
2023,Senior,Full-time,Data Scientist,200160,On-site work
2023,Senior,Full-time,Data Scientist,300240,On-site work
2023,Senior,Full-time,Data Scientist,200160,On-site work
2023,Senior,Full-time,Analytics Engineer,175000,On-site work
2023,Senior,Full-time,Analytics Engineer,140000,On-site work
2023,Senior,Full-time,Data Manager,169000,On-site work
2023,Senior,Full-time,Data Manager,100000,On-site work
2023,Senior,Full-time,Data Scientist,370000,On-site work
2023,Senior,Full-time,Data Scientist,245000,On-site work
2023,Mid-level,Full-time,Data Engineer,115447,Full remote
2023,Senior,Full-time,Data Analyst,110000,Full remote
2023,Senior,Full-time,Data Analyst,80000,Full remote
2023,Entry-level,Full-time,Data Analyst,55000,On-site work
2023,Entry-level,Full-time,Data Analyst,48000,On-site work
2023,Senior,Full-time,Data Analyst,95000,On-site work
2023,Senior,Full-time,Data Analyst,85000,On-site work
2023,Senior,Full-time,Data Engineer,137500,Full remote
2023,Senior,Full-time,Data Engineer,81500,Full remote
2023,Senior,Full-time,Machine Learning Engineer,323300,On-site work
2023,Senior,Full-time,Machine Learning Engineer,184700,On-site work
2021,Mid-level,Full-time,AI Scientist,30000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,186000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,153088,Full remote
2023,Mid-level,Full-time,Data Infrastructure Engineer,190000,Full remote
2023,Mid-level,Full-time,Data Infrastructure Engineer,160000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,200000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,150000,Full remote
2023,Mid-level,Full-time,Data Infrastructure Engineer,190000,On-site work
2023,Mid-level,Full-time,Data Infrastructure Engineer,183310,On-site work
2023,Senior,Full-time,Machine Learning Engineer,240000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,180000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,200000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,150000,Full remote
2023,Senior,Full-time,Data Science Manager,299500,On-site work
2023,Senior,Full-time,Data Science Manager,245100,On-site work
2023,Senior,Full-time,Data Engineer,144000,Full remote
2023,Senior,Full-time,Data Engineer,66000,Full remote
2023,Mid-level,Full-time,Machine Learning Engineer,148500,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,126277,On-site work
2023,Senior,Full-time,Data Architect,228000,On-site work
2023,Senior,Full-time,Data Architect,120000,On-site work
2023,Senior,Full-time,Machine Learning Software Engineer,180000,On-site work
2023,Senior,Full-time,Machine Learning Software Engineer,90000,On-site work
2023,Senior,Full-time,Data Scientist,126500,On-site work
2023,Senior,Full-time,Data Scientist,78000,On-site work
2023,Senior,Full-time,Data Engineer,180000,On-site work
2023,Senior,Full-time,Data Engineer,160000,On-site work
2023,Senior,Full-time,Machine Learning Software Engineer,272000,On-site work
2023,Senior,Full-time,Machine Learning Software Engineer,170000,On-site work
2023,Mid-level,Full-time,Data Analyst,80000,On-site work
2023,Mid-level,Full-time,Data Analyst,60000,On-site work
2023,Senior,Full-time,Data Engineer,259000,Full remote
2023,Senior,Full-time,Data Engineer,146000,Full remote
2023,Senior,Full-time,Data Engineer,200000,On-site work
2023,Senior,Full-time,Data Engineer,160000,On-site work
2023,Executive,Full-time,Data Engineer,310000,Full remote
2023,Executive,Full-time,Data Engineer,239000,Full remote
2023,Senior,Full-time,Data Analyst,142000,Full remote
2023,Senior,Full-time,Data Analyst,95000,Full remote
2023,Senior,Full-time,Data Scientist,155000,On-site work
2023,Senior,Full-time,Data Scientist,139500,On-site work
2023,Mid-level,Full-time,Data Engineer,140000,Full remote
2023,Mid-level,Full-time,Data Engineer,120000,Full remote
2023,Senior,Full-time,Data Engineer,259000,Full remote
2023,Senior,Full-time,Data Engineer,146000,Full remote
2023,Mid-level,Full-time,Data Analyst,109371,On-site work
2023,Mid-level,Full-time,Data Analyst,72914,On-site work
2023,Entry-level,Part-time,Data Analyst,17779,Full remote
2023,Entry-level,Full-time,Data Scientist,19522,Full remote
2023,Senior,Full-time,Data Science Lead,247500,On-site work
2023,Senior,Full-time,Data Science Lead,172200,On-site work
2023,Senior,Full-time,Data Scientist,225000,On-site work
2023,Senior,Full-time,Data Scientist,156400,On-site work
2023,Senior,Full-time,Data Engineer,139500,On-site work
2023,Senior,Full-time,Data Engineer,109400,On-site work
2023,Mid-level,Full-time,Data Engineer,125000,On-site work
2023,Mid-level,Full-time,Data Engineer,90000,On-site work
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,107309,Full remote
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,75116,Full remote
2023,Senior,Full-time,Data Scientist,185900,On-site work
2023,Senior,Full-time,Data Scientist,129300,On-site work
2023,Senior,Full-time,Machine Learning Engineer,139500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,109400,On-site work
2023,Senior,Full-time,Data Analyst,120000,Full remote
2023,Senior,Full-time,Data Analyst,75000,Full remote
2023,Senior,Full-time,Data Analyst,169000,On-site work
2023,Senior,Full-time,Data Analyst,110600,On-site work
2023,Senior,Full-time,Machine Learning Engineer,288000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,140000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,288000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,140000,Full remote
2023,Mid-level,Full-time,Data Engineer,120000,On-site work
2023,Mid-level,Full-time,Data Engineer,90000,On-site work
2023,Mid-level,Full-time,Data Science Lead,72914,On-site work
2023,Mid-level,Full-time,Data Science Lead,60761,On-site work
2023,Senior,Full-time,Data Scientist,215050,Full remote
2023,Senior,Full-time,Data Scientist,156400,Full remote
2023,Senior,Full-time,Data Architect,198000,Full remote
2023,Senior,Full-time,Data Architect,114000,Full remote
2023,Entry-level,Full-time,Data Analyst,75000,Full remote
2023,Entry-level,Full-time,Data Analyst,60000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2023,Senior,Full-time,Data Scientist,209300,Full remote
2023,Senior,Full-time,Data Scientist,182200,Full remote
2023,Senior,Full-time,Data Manager,140000,On-site work
2023,Senior,Full-time,Data Manager,120000,On-site work
2022,Entry-level,Full-time,Data Scientist,85000,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,48609,Full remote
2023,Entry-level,Full-time,Research Engineer,120000,Full remote
2023,Entry-level,Full-time,Research Engineer,60000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,147100,On-site work
2023,Senior,Full-time,Machine Learning Engineer,90700,On-site work
2023,Senior,Full-time,Data Engineer,230000,On-site work
2023,Senior,Full-time,Data Engineer,170000,On-site work
2023,Senior,Full-time,Data Analyst,227000,On-site work
2023,Senior,Full-time,Data Analyst,108000,On-site work
2023,Senior,Full-time,Data Engineer,180000,Full remote
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Architect,180000,Full remote
2023,Senior,Full-time,Data Architect,160000,Full remote
2023,Senior,Full-time,Data Engineer,180000,On-site work
2023,Senior,Full-time,Data Engineer,130000,On-site work
2023,Senior,Full-time,Data Analyst,55800,Full remote
2023,Senior,Full-time,Data Analyst,51508,Full remote
2023,Entry-level,Full-time,Data Analyst,60000,Full remote
2023,Entry-level,Full-time,Data Analyst,50000,Partially remote
2023,Senior,Full-time,Data Engineer,226700,On-site work
2023,Senior,Full-time,Data Engineer,133300,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Senior,Full-time,Big Data Architect,151902,Full remote
2023,Entry-level,Full-time,Data Scientist,9727,On-site work
2023,Senior,Full-time,Data Analyst,80000,On-site work
2023,Senior,Full-time,Data Analyst,52500,On-site work
2023,Senior,Full-time,Data Engineer,250000,Full remote
2023,Senior,Full-time,Data Engineer,162500,Full remote
2023,Entry-level,Full-time,Data Analyst,85000,Full remote
2023,Entry-level,Full-time,Data Analyst,75000,Full remote
2023,Senior,Full-time,Data Analyst,153600,On-site work
2023,Senior,Full-time,Data Analyst,106800,On-site work
2023,Mid-level,Full-time,Data Analyst,165000,On-site work
2023,Mid-level,Full-time,Data Analyst,124000,On-site work
2023,Senior,Full-time,Data Analyst,115934,Full remote
2023,Senior,Full-time,Data Analyst,81666,Full remote
2023,Senior,Full-time,Data Engineer,167580,On-site work
2023,Senior,Full-time,Data Engineer,87980,On-site work
2023,Senior,Full-time,Data Engineer,250000,Full remote
2023,Senior,Full-time,Data Engineer,63000,Full remote
2023,Senior,Full-time,Research Scientist,253750,On-site work
2023,Senior,Full-time,Research Scientist,169200,On-site work
2023,Senior,Full-time,Research Scientist,253750,On-site work
2023,Senior,Full-time,Research Scientist,169200,On-site work
2023,Mid-level,Full-time,Data Scientist,170000,On-site work
2023,Mid-level,Full-time,Data Scientist,120000,On-site work
2023,Senior,Full-time,Data Engineer,124740,On-site work
2023,Senior,Full-time,Data Engineer,65488,On-site work
2023,Senior,Full-time,Data Engineer,213580,Full remote
2023,Senior,Full-time,Data Engineer,163625,Full remote
2023,Entry-level,Full-time,Data Engineer,12000,On-site work
2022,Senior,Full-time,Machine Learning Software Engineer,375000,Full remote
2023,Senior,Full-time,Data Engineer,101943,Full remote
2023,Mid-level,Full-time,Product Data Analyst,16414,Full remote
2023,Senior,Full-time,Machine Learning Engineer,220000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,170000,On-site work
2023,Executive,Full-time,Data Engineer,235000,On-site work
2023,Executive,Full-time,Data Engineer,210000,On-site work
2023,Senior,Full-time,Data Architect,180000,Full remote
2023,Senior,Full-time,Data Architect,115000,Full remote
2023,Senior,Full-time,Data Architect,200000,Full remote
2023,Senior,Full-time,Data Architect,115000,Full remote
2023,Senior,Full-time,Data Science Manager,231250,Full remote
2023,Senior,Full-time,Data Science Manager,138750,Full remote
2023,Senior,Full-time,Machine Learning Engineer,284310,On-site work
2023,Senior,Full-time,Machine Learning Engineer,153090,On-site work
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,75000,Full remote
2023,Mid-level,Full-time,Data Analyst,125000,On-site work
2023,Mid-level,Full-time,Data Analyst,105000,On-site work
2023,Mid-level,Full-time,Data Analyst,109371,On-site work
2023,Mid-level,Full-time,Data Analyst,85066,On-site work
2023,Entry-level,Full-time,Data Analyst,55000,On-site work
2023,Entry-level,Full-time,Data Analyst,48000,On-site work
2023,Entry-level,Full-time,Data Analyst,100000,Partially remote
2023,Senior,Full-time,Data Science Lead,225900,On-site work
2023,Senior,Full-time,Data Science Lead,156400,On-site work
2023,Senior,Full-time,Data Engineer,250000,Full remote
2023,Senior,Full-time,Data Engineer,162500,Full remote
2023,Senior,Full-time,Machine Learning Engineer,318300,Full remote
2023,Senior,Full-time,Machine Learning Engineer,188800,Full remote
2023,Senior,Full-time,Data Analyst,385000,On-site work
2023,Senior,Full-time,Data Analyst,60000,On-site work
2023,Mid-level,Full-time,Data Analyst,110000,Full remote
2023,Mid-level,Full-time,Data Analyst,95000,Full remote
2023,Senior,Full-time,Data Scientist,145000,Full remote
2023,Senior,Full-time,Data Scientist,135000,Full remote
2023,Senior,Full-time,Data Analyst,180180,On-site work
2023,Senior,Full-time,Data Analyst,106020,On-site work
2023,Senior,Full-time,Data Analyst,93919,Full remote
2023,Senior,Full-time,Data Analyst,51962,Full remote
